GLID,TxnDate,AccountNumber,AccountName,Debit,Credit,Dept,CostCenter,Description,Currency
GL000581,2024-10-22,5000,COGS,1752.75,0,HR,CC500,AutoPost 581,CAD
GL000582,2023-10-09,4010,Online Sales,0,759.16,Operations,CC400,AutoPost 582,CAD
GL000583,2023-12-02,6000,Payroll Expense,350.75,0,Finance,CC400,AutoPost 583,CAD
GL000584,2024-02-29,6000,Payroll Expense,1991.12,0,IT,CC100,AutoPost 584,AUD
GL000585,2023-05-09,5000,COGS,661.12,0,HR,CC100,AutoPost 585,CAD
GL000586,2023-10-06,5010,Travel Expense,1109.86,0,Operations,CC500,AutoPost 586,EUR
GL000587,2025-05-05,4010,Online Sales,0,4533.8,Operations,CC200,AutoPost 587,CAD
GL000588,2025-04-10,5010,Travel Expense,329.57,0,Marketing,CC100,AutoPost 588,CAD
GL000589,2023-03-07,4000,Sales Revenue,0,4725.13,Finance,CC500,AutoPost 589,EUR
GL000590,2023-07-14,5010,Travel Expense,206.46,0,HR,CC200,AutoPost 590,AUD
GL000591,2025-05-18,6000,Payroll Expense,402.92,0,Operations,CC400,AutoPost 591,GBP
GL000592,2025-01-13,4010,Online Sales,0,4295.83,IT,CC500,AutoPost 592,GBP
GL000593,2023-12-18,4010,Online Sales,0,3237.32,Finance,CC400,AutoPost 593,GBP
GL000594,2023-11-26,6000,Payroll Expense,648.31,0,Finance,CC300,AutoPost 594,GBP
GL000595,2024-05-06,5000,COGS,710.64,0,Sales,CC500,AutoPost 595,EUR
GL000596,2023-10-31,5000,COGS,309.34,0,Finance,CC300,AutoPost 596,EUR
GL000597,2023-03-03,6000,Payroll Expense,1657.7,0,Sales,CC300,AutoPost 597,AUD
GL000598,2023-12-11,5010,Travel Expense,1748.81,0,Finance,CC500,AutoPost 598,EUR
GL000599,2024-07-19,6000,Payroll Expense,278.26,0,Sales,CC400,AutoPost 599,USD
GL000600,2023-06-26,5010,Travel Expense,387.61,0,Operations,CC400,AutoPost 600,GBP
GL000601,2025-03-01,5000,COGS,930.92,0,HR,CC500,AutoPost 601,CAD
GL000602,2025-04-25,5000,COGS,1231.94,0,Marketing,CC300,AutoPost 602,GBP
GL000603,2025-02-03,5010,Travel Expense,1911.86,0,Operations,CC200,AutoPost 603,CAD
GL000604,2023-05-13,4010,Online Sales,0,1161.86,Marketing,CC400,AutoPost 604,AUD
GL000605,2023-09-25,5010,Travel Expense,622.09,0,Operations,CC100,AutoPost 605,GBP
GL000606,2023-03-21,6000,Payroll Expense,895.07,0,Operations,CC200,AutoPost 606,USD
GL000607,2024-02-12,6000,Payroll Expense,1093.48,0,Finance,CC300,AutoPost 607,CAD
GL000608,2023-10-25,4000,Sales Revenue,0,1178.75,Sales,CC100,AutoPost 608,AUD
GL000609,2024-10-19,4010,Online Sales,0,1843.27,Sales,CC300,AutoPost 609,CAD
GL000610,2024-06-25,6000,Payroll Expense,1239.45,0,IT,CC300,AutoPost 610,EUR
GL000611,2023-01-17,4000,Sales Revenue,0,3317.75,Sales,CC300,AutoPost 611,EUR
GL000612,2025-03-20,4000,Sales Revenue,0,493.21,Marketing,CC300,AutoPost 612,CAD
GL000613,2023-03-15,6000,Payroll Expense,1638.5,0,IT,CC500,AutoPost 613,GBP
GL000614,2023-12-31,4000,Sales Revenue,0,1848.61,HR,CC300,AutoPost 614,GBP
GL000615,2023-04-06,5010,Travel Expense,436.93,0,HR,CC200,AutoPost 615,CAD
GL000616,2024-07-02,5000,COGS,1498.49,0,HR,CC400,AutoPost 616,USD
GL000617,2025-05-04,6000,Payroll Expense,1030.46,0,IT,CC500,AutoPost 617,USD
GL000618,2025-06-30,4010,Online Sales,0,2665.08,Finance,CC500,AutoPost 618,CAD
GL000619,2024-08-05,5010,Travel Expense,416.41,0,Marketing,CC300,AutoPost 619,CAD
GL000620,2025-02-08,4000,Sales Revenue,0,2058.4,IT,CC200,AutoPost 620,GBP
GL000621,2025-01-12,4000,Sales Revenue,0,203.81,Operations,CC500,AutoPost 621,AUD
GL000622,2024-10-30,5010,Travel Expense,1876.28,0,Finance,CC400,AutoPost 622,CAD
GL000623,2023-10-03,5000,COGS,1047.55,0,HR,CC400,AutoPost 623,AUD
GL000624,2023-01-17,4000,Sales Revenue,0,3567.5,Finance,CC200,AutoPost 624,EUR
GL000625,2024-02-16,4000,Sales Revenue,0,1073.35,HR,CC500,AutoPost 625,CAD
GL000626,2025-02-21,6000,Payroll Expense,1340.18,0,Sales,CC500,AutoPost 626,USD
GL000627,2024-03-16,4010,Online Sales,0,2847.98,Sales,CC100,AutoPost 627,USD
GL000628,2025-01-24,5000,COGS,1084.38,0,Operations,CC500,AutoPost 628,GBP
GL000629,2025-06-01,5000,COGS,1437.11,0,Finance,CC200,AutoPost 629,USD
GL000630,2024-06-27,4000,Sales Revenue,0,4116.39,HR,CC100,AutoPost 630,GBP
GL000631,2023-02-22,5010,Travel Expense,1732.79,0,HR,CC400,AutoPost 631,CAD
GL000632,2024-01-07,5000,COGS,1107.71,0,Operations,CC300,AutoPost 632,GBP
GL000633,2023-08-07,4010,Online Sales,0,303.27,HR,CC200,AutoPost 633,AUD
GL000634,2023-01-07,5000,COGS,608.84,0,Operations,CC100,AutoPost 634,AUD
GL000635,2023-06-27,6000,Payroll Expense,1438.43,0,HR,CC400,AutoPost 635,CAD
GL000636,2023-03-04,4000,Sales Revenue,0,1141.46,Finance,CC100,AutoPost 636,EUR
GL000637,2024-08-19,6000,Payroll Expense,1263.43,0,Finance,CC300,AutoPost 637,CAD
GL000638,2023-07-14,4000,Sales Revenue,0,3107.95,HR,CC500,AutoPost 638,GBP
GL000639,2024-10-24,5000,COGS,1600.99,0,Finance,CC100,AutoPost 639,CAD
GL000640,2024-12-06,5000,COGS,563.6,0,Sales,CC200,AutoPost 640,USD
GL000641,2023-06-19,5000,COGS,961.83,0,Marketing,CC100,AutoPost 641,GBP
GL000642,2025-05-02,6000,Payroll Expense,1455.41,0,Finance,CC400,AutoPost 642,USD
GL000643,2023-01-30,5000,COGS,1057.36,0,Sales,CC300,AutoPost 643,USD
GL000644,2024-05-20,4010,Online Sales,0,3358.16,HR,CC100,AutoPost 644,EUR
GL000645,2023-05-09,4010,Online Sales,0,1525.47,IT,CC200,AutoPost 645,GBP
GL000646,2023-03-08,5010,Travel Expense,707.2,0,Finance,CC500,AutoPost 646,EUR
GL000647,2023-10-28,6000,Payroll Expense,1209.72,0,IT,CC400,AutoPost 647,AUD
GL000648,2024-05-29,5000,COGS,1696.57,0,Sales,CC400,AutoPost 648,GBP
GL000649,2024-02-19,4000,Sales Revenue,0,2657.38,Operations,CC300,AutoPost 649,GBP
GL000650,2025-03-26,4000,Sales Revenue,0,4294.06,HR,CC200,AutoPost 650,USD
GL000651,2023-11-23,4000,Sales Revenue,0,451.28,Finance,CC300,AutoPost 651,USD
GL000652,2024-08-23,5010,Travel Expense,1730.45,0,HR,CC200,AutoPost 652,USD
GL000653,2023-01-01,4000,Sales Revenue,0,4570.11,Finance,CC100,AutoPost 653,USD
GL000654,2024-12-12,5010,Travel Expense,1200.67,0,Operations,CC500,AutoPost 654,CAD
GL000655,2024-04-06,5000,COGS,1429.26,0,Operations,CC200,AutoPost 655,EUR
GL000656,2023-08-05,5010,Travel Expense,1489.09,0,Sales,CC400,AutoPost 656,EUR
GL000657,2024-05-26,4000,Sales Revenue,0,1528.95,Marketing,CC100,AutoPost 657,CAD
GL000658,2024-11-24,4010,Online Sales,0,4139.31,HR,CC300,AutoPost 658,CAD
GL000659,2024-06-20,6000,Payroll Expense,1781.01,0,Sales,CC100,AutoPost 659,CAD
GL000660,2023-09-19,5000,COGS,1659.6,0,HR,CC200,AutoPost 660,GBP
GL000661,2025-04-30,6000,Payroll Expense,1220.3,0,IT,CC300,AutoPost 661,USD
GL000662,2024-10-04,5000,COGS,1327.71,0,Marketing,CC200,AutoPost 662,EUR
GL000663,2024-12-05,5000,COGS,1760.57,0,Marketing,CC300,AutoPost 663,GBP
GL000664,2024-03-16,6000,Payroll Expense,832.19,0,IT,CC500,AutoPost 664,AUD
GL000665,2023-01-25,5000,COGS,243.79,0,HR,CC400,AutoPost 665,CAD
GL000666,2025-04-23,5010,Travel Expense,560.62,0,Sales,CC300,AutoPost 666,AUD
GL000667,2023-10-25,4010,Online Sales,0,4106.57,Marketing,CC500,AutoPost 667,GBP
GL000668,2025-03-08,5010,Travel Expense,873.19,0,IT,CC300,AutoPost 668,GBP
GL000669,2023-10-24,4010,Online Sales,0,541.23,Marketing,CC400,AutoPost 669,CAD
GL000670,2024-04-20,5000,COGS,793.98,0,IT,CC200,AutoPost 670,EUR
GL000671,2023-06-22,5010,Travel Expense,644.58,0,Operations,CC400,AutoPost 671,USD
GL000672,2023-02-12,5010,Travel Expense,222.19,0,Marketing,CC200,AutoPost 672,GBP
GL000673,2024-03-30,6000,Payroll Expense,296.98,0,Operations,CC100,AutoPost 673,AUD
GL000674,2024-04-26,5010,Travel Expense,1919.89,0,Sales,CC200,AutoPost 674,CAD
GL000675,2024-06-24,4010,Online Sales,0,3948.96,Marketing,CC200,AutoPost 675,EUR
GL000676,2023-08-27,4000,Sales Revenue,0,1952.91,Finance,CC500,AutoPost 676,EUR
GL000677,2023-12-18,4000,Sales Revenue,0,4819.25,Operations,CC500,AutoPost 677,USD
GL000678,2023-05-15,6000,Payroll Expense,385.69,0,Marketing,CC100,AutoPost 678,AUD
GL000679,2023-01-23,5010,Travel Expense,269.3,0,Finance,CC100,AutoPost 679,EUR
GL000680,2024-07-31,4010,Online Sales,0,4910.29,Sales,CC100,AutoPost 680,GBP
GL000681,2024-04-15,4010,Online Sales,0,2866.16,Finance,CC200,AutoPost 681,AUD
GL000682,2025-06-24,5010,Travel Expense,151.68,0,IT,CC200,AutoPost 682,AUD
GL000683,2023-08-11,4010,Online Sales,0,1246.53,IT,CC400,AutoPost 683,USD
GL000684,2024-12-20,6000,Payroll Expense,1724.65,0,Finance,CC500,AutoPost 684,GBP
GL000685,2025-02-28,5010,Travel Expense,1411.99,0,Sales,CC200,AutoPost 685,USD
GL000686,2024-01-08,5010,Travel Expense,753.12,0,Finance,CC400,AutoPost 686,USD
GL000687,2024-11-17,4000,Sales Revenue,0,3744.19,Finance,CC100,AutoPost 687,EUR
GL000688,2024-03-14,5000,COGS,906.55,0,Sales,CC200,AutoPost 688,CAD
GL000689,2023-02-25,5010,Travel Expense,215.69,0,IT,CC300,AutoPost 689,AUD
GL000690,2024-12-05,5000,COGS,1478.7,0,HR,CC100,AutoPost 690,AUD
GL000691,2025-03-17,4000,Sales Revenue,0,3502.79,Operations,CC500,AutoPost 691,GBP
GL000692,2024-03-16,4000,Sales Revenue,0,2828.86,Sales,CC500,AutoPost 692,USD
GL000693,2023-04-09,6000,Payroll Expense,130.64,0,Finance,CC500,AutoPost 693,EUR
GL000694,2024-05-11,6000,Payroll Expense,1824.18,0,IT,CC300,AutoPost 694,CAD
GL000695,2024-12-08,4010,Online Sales,0,2401.06,Sales,CC500,AutoPost 695,EUR
GL000696,2023-10-27,4010,Online Sales,0,3086.33,HR,CC400,AutoPost 696,EUR
GL000697,2025-01-24,5000,COGS,1546.69,0,HR,CC200,AutoPost 697,GBP
GL000698,2024-03-18,4010,Online Sales,0,2135.07,IT,CC300,AutoPost 698,USD
GL000699,2023-04-14,4000,Sales Revenue,0,337.27,Finance,CC200,AutoPost 699,EUR
GL000700,2023-03-03,4010,Online Sales,0,4145.31,Marketing,CC100,AutoPost 700,GBP
GL000701,2023-11-19,5010,Travel Expense,322.43,0,Finance,CC200,AutoPost 701,CAD
GL000702,2024-07-01,6000,Payroll Expense,1350.68,0,Sales,CC200,AutoPost 702,USD
GL000703,2023-12-04,6000,Payroll Expense,1038.71,0,IT,CC300,AutoPost 703,EUR
GL000704,2025-01-15,5000,COGS,1455.61,0,IT,CC500,AutoPost 704,EUR
GL000705,2024-01-12,6000,Payroll Expense,1723.07,0,Operations,CC100,AutoPost 705,GBP
GL000706,2023-12-22,4010,Online Sales,0,965.55,Sales,CC300,AutoPost 706,EUR
GL000707,2024-12-30,4010,Online Sales,0,1927.89,HR,CC500,AutoPost 707,GBP
GL000708,2025-06-19,5010,Travel Expense,1789.3,0,Marketing,CC100,AutoPost 708,EUR
GL000709,2024-03-11,4010,Online Sales,0,1155.85,Finance,CC100,AutoPost 709,CAD
GL000710,2023-05-22,4000,Sales Revenue,0,1701.37,Marketing,CC400,AutoPost 710,USD
GL000711,2025-05-26,5010,Travel Expense,706.44,0,HR,CC400,AutoPost 711,USD
GL000712,2024-10-23,4000,Sales Revenue,0,734.04,Sales,CC100,AutoPost 712,AUD
GL000713,2025-04-05,5010,Travel Expense,1551.77,0,Sales,CC400,AutoPost 713,AUD
GL000714,2024-03-17,6000,Payroll Expense,176.54,0,Operations,CC200,AutoPost 714,EUR
GL000715,2023-10-23,4010,Online Sales,0,1019.92,IT,CC300,AutoPost 715,AUD
GL000716,2024-07-03,6000,Payroll Expense,1858.28,0,Operations,CC400,AutoPost 716,USD
GL000717,2025-03-02,6000,Payroll Expense,682.74,0,Sales,CC200,AutoPost 717,USD
GL000718,2025-02-01,6000,Payroll Expense,958.28,0,Marketing,CC500,AutoPost 718,USD
GL000719,2024-12-15,4010,Online Sales,0,3448.25,Finance,CC100,AutoPost 719,USD
GL000720,2025-02-12,5000,COGS,863.44,0,Marketing,CC200,AutoPost 720,USD
GL000721,2023-03-02,6000,Payroll Expense,1764.03,0,HR,CC500,AutoPost 721,AUD
GL000722,2024-12-06,5010,Travel Expense,1182.72,0,Finance,CC100,AutoPost 722,EUR
GL000723,2025-04-09,6000,Payroll Expense,1094.91,0,HR,CC400,AutoPost 723,GBP
GL000724,2025-06-13,5010,Travel Expense,889.16,0,HR,CC100,AutoPost 724,GBP
GL000725,2024-05-30,5000,COGS,1474.83,0,HR,CC200,AutoPost 725,USD
GL000726,2024-02-04,5000,COGS,1846.14,0,HR,CC300,AutoPost 726,CAD
GL000727,2025-02-16,4000,Sales Revenue,0,4903.15,IT,CC400,AutoPost 727,AUD
GL000728,2024-11-19,4000,Sales Revenue,0,2093.24,Operations,CC100,AutoPost 728,AUD
GL000729,2024-06-07,6000,Payroll Expense,1171.3,0,Sales,CC500,AutoPost 729,CAD
GL000730,2024-09-05,5010,Travel Expense,930.25,0,IT,CC500,AutoPost 730,GBP
GL000731,2024-09-08,4000,Sales Revenue,0,4977.82,IT,CC400,AutoPost 731,CAD
GL000732,2023-06-03,5010,Travel Expense,1937.34,0,Marketing,CC100,AutoPost 732,AUD
GL000733,2025-05-17,4000,Sales Revenue,0,1978.42,Marketing,CC100,AutoPost 733,EUR
GL000734,2024-06-02,6000,Payroll Expense,678.83,0,Finance,CC200,AutoPost 734,AUD
GL000735,2024-02-22,4010,Online Sales,0,463.02,Operations,CC500,AutoPost 735,GBP
GL000736,2024-04-21,5010,Travel Expense,1296.07,0,HR,CC100,AutoPost 736,AUD
GL000737,2023-12-11,4010,Online Sales,0,3270.5,Sales,CC300,AutoPost 737,EUR
GL000738,2024-03-29,4010,Online Sales,0,2188.77,Finance,CC200,AutoPost 738,CAD
GL000739,2024-10-04,5000,COGS,655.77,0,HR,CC100,AutoPost 739,AUD
GL000740,2024-08-20,6000,Payroll Expense,407.27,0,Finance,CC200,AutoPost 740,GBP
GL000741,2023-12-13,5010,Travel Expense,744.16,0,HR,CC500,AutoPost 741,GBP
GL000742,2023-08-01,4010,Online Sales,0,4474.66,HR,CC300,AutoPost 742,GBP
GL000743,2025-04-07,5000,COGS,75.27,0,Operations,CC400,AutoPost 743,EUR
GL000744,2025-01-06,5000,COGS,1164.26,0,HR,CC400,AutoPost 744,EUR
GL000745,2023-03-03,5000,COGS,937.56,0,Sales,CC100,AutoPost 745,AUD
GL000746,2024-10-13,4010,Online Sales,0,4164.95,Sales,CC300,AutoPost 746,GBP
GL000747,2023-01-23,4000,Sales Revenue,0,2820.1,Finance,CC200,AutoPost 747,GBP
GL000748,2023-04-03,4000,Sales Revenue,0,2983.93,IT,CC500,AutoPost 748,AUD
GL000749,2024-02-28,5000,COGS,319.47,0,IT,CC100,AutoPost 749,GBP
GL000750,2023-12-08,4000,Sales Revenue,0,1222.08,HR,CC500,AutoPost 750,USD
GL000751,2023-08-23,5010,Travel Expense,199.77,0,Operations,CC300,AutoPost 751,AUD
GL000752,2023-01-31,4000,Sales Revenue,0,4349.28,HR,CC300,AutoPost 752,AUD
GL000753,2025-02-14,5010,Travel Expense,1496.23,0,IT,CC100,AutoPost 753,EUR
GL000754,2025-02-22,4010,Online Sales,0,324.7,Sales,CC300,AutoPost 754,EUR
GL000755,2023-01-21,5000,COGS,1504.62,0,Sales,CC200,AutoPost 755,USD
GL000756,2025-03-24,4010,Online Sales,0,2507.58,Operations,CC300,AutoPost 756,AUD
GL000757,2023-10-03,5010,Travel Expense,837.65,0,HR,CC200,AutoPost 757,EUR
GL000758,2024-08-29,6000,Payroll Expense,787.73,0,Sales,CC300,AutoPost 758,USD
GL000759,2024-11-13,6000,Payroll Expense,910.72,0,Marketing,CC500,AutoPost 759,AUD
GL000760,2023-01-03,5010,Travel Expense,1362.52,0,Marketing,CC500,AutoPost 760,USD
GL000761,2025-01-04,5000,COGS,1261.48,0,Marketing,CC300,AutoPost 761,USD
GL000762,2025-06-15,4010,Online Sales,0,3519.33,Finance,CC400,AutoPost 762,GBP
GL000763,2025-02-18,5000,COGS,1425.68,0,IT,CC300,AutoPost 763,USD
GL000764,2024-07-19,4010,Online Sales,0,4831.59,Operations,CC100,AutoPost 764,CAD
GL000765,2024-06-01,4010,Online Sales,0,3282.7,Finance,CC500,AutoPost 765,AUD
GL000766,2025-05-23,5000,COGS,1789.76,0,IT,CC400,AutoPost 766,AUD
GL000767,2023-03-07,5000,COGS,1557.62,0,Finance,CC200,AutoPost 767,EUR
GL000768,2025-03-04,4000,Sales Revenue,0,4262.23,Operations,CC300,AutoPost 768,EUR
GL000769,2024-06-02,5000,COGS,1754.04,0,Marketing,CC200,AutoPost 769,EUR
GL000770,2024-11-28,5010,Travel Expense,604.27,0,Operations,CC200,AutoPost 770,EUR
GL000771,2024-10-06,5010,Travel Expense,788.46,0,Finance,CC200,AutoPost 771,CAD
GL000772,2023-08-28,4000,Sales Revenue,0,1493.92,HR,CC300,AutoPost 772,USD
GL000773,2024-05-11,5000,COGS,588.44,0,Marketing,CC300,AutoPost 773,CAD
GL000774,2024-09-03,5000,COGS,1078.52,0,Marketing,CC300,AutoPost 774,AUD
GL000775,2024-04-18,4010,Online Sales,0,4324.54,IT,CC500,AutoPost 775,EUR
GL000776,2024-06-29,4010,Online Sales,0,2300.21,Finance,CC300,AutoPost 776,GBP
GL000777,2023-09-01,6000,Payroll Expense,446.19,0,Operations,CC200,AutoPost 777,GBP
GL000778,2024-03-16,4000,Sales Revenue,0,1518.24,Marketing,CC200,AutoPost 778,AUD
GL000779,2024-04-04,6000,Payroll Expense,1385.02,0,Marketing,CC200,AutoPost 779,AUD
GL000780,2024-06-03,6000,Payroll Expense,1887.31,0,Marketing,CC500,AutoPost 780,GBP
GL000781,2024-08-24,4000,Sales Revenue,0,4476.07,Operations,CC200,AutoPost 781,AUD
GL000782,2024-05-09,6000,Payroll Expense,170.41,0,Operations,CC200,AutoPost 782,USD
GL000783,2023-03-31,5010,Travel Expense,1650.02,0,Operations,CC400,AutoPost 783,GBP
GL000784,2025-06-18,4010,Online Sales,0,3235.44,Sales,CC500,AutoPost 784,AUD
GL000785,2024-01-21,5000,COGS,459.65,0,Sales,CC500,AutoPost 785,CAD
GL000786,2023-10-27,5010,Travel Expense,882.11,0,Operations,CC200,AutoPost 786,CAD
GL000787,2024-11-01,6000,Payroll Expense,1023.17,0,Operations,CC200,AutoPost 787,GBP
GL000788,2024-03-27,5010,Travel Expense,510.05,0,Marketing,CC500,AutoPost 788,CAD
GL000789,2023-03-23,4010,Online Sales,0,3848.25,Sales,CC300,AutoPost 789,AUD
GL000790,2024-04-07,5000,COGS,315.25,0,Marketing,CC200,AutoPost 790,AUD
GL000791,2024-04-03,4010,Online Sales,0,4030.96,Operations,CC300,AutoPost 791,USD
GL000792,2023-02-08,4000,Sales Revenue,0,1965.39,Marketing,CC300,AutoPost 792,CAD
GL000793,2024-08-12,4010,Online Sales,0,3170.84,Finance,CC100,AutoPost 793,USD
GL000794,2024-04-15,4010,Online Sales,0,3010.78,Marketing,CC300,AutoPost 794,USD
GL000795,2025-03-31,6000,Payroll Expense,1953.3,0,Finance,CC300,AutoPost 795,CAD
GL000796,2024-07-21,5010,Travel Expense,1420.92,0,Finance,CC500,AutoPost 796,AUD
GL000797,2024-01-03,6000,Payroll Expense,203.96,0,Operations,CC400,AutoPost 797,USD
GL000798,2023-06-05,4010,Online Sales,0,2860.2,Marketing,CC300,AutoPost 798,CAD
GL000799,2023-08-21,5010,Travel Expense,1363.92,0,Operations,CC300,AutoPost 799,CAD
GL000800,2024-01-12,4000,Sales Revenue,0,4449.82,Marketing,CC300,AutoPost 800,CAD
GL000801,2023-05-10,5010,Travel Expense,256.63,0,Marketing,CC200,AutoPost 801,AUD
GL000802,2024-07-31,4000,Sales Revenue,0,303.74,Sales,CC200,AutoPost 802,EUR
GL000803,2024-11-04,5000,COGS,1181.69,0,Sales,CC100,AutoPost 803,GBP
GL000804,2023-10-01,4010,Online Sales,0,2568.02,Operations,CC500,AutoPost 804,AUD
GL000805,2023-10-10,5000,COGS,1567.28,0,Marketing,CC100,AutoPost 805,AUD
GL000806,2025-04-25,4010,Online Sales,0,1614.33,Sales,CC200,AutoPost 806,GBP
GL000807,2024-07-12,6000,Payroll Expense,335.31,0,Sales,CC500,AutoPost 807,GBP
GL000808,2025-06-24,5010,Travel Expense,1491.54,0,Marketing,CC100,AutoPost 808,USD
GL000809,2025-02-11,4010,Online Sales,0,2809.76,Finance,CC300,AutoPost 809,USD
GL000810,2023-10-30,4000,Sales Revenue,0,460.23,IT,CC200,AutoPost 810,USD
GL000811,2023-09-12,4010,Online Sales,0,2788.91,Operations,CC200,AutoPost 811,GBP
GL000812,2025-04-28,6000,Payroll Expense,695.92,0,HR,CC400,AutoPost 812,GBP
GL000813,2025-04-17,5010,Travel Expense,1845.75,0,Sales,CC200,AutoPost 813,GBP
GL000814,2025-01-30,5000,COGS,892.42,0,Finance,CC500,AutoPost 814,CAD
GL000815,2023-09-01,5010,Travel Expense,1024.68,0,HR,CC500,AutoPost 815,GBP
GL000816,2023-11-01,6000,Payroll Expense,927.04,0,Marketing,CC200,AutoPost 816,CAD
GL000817,2024-03-25,4000,Sales Revenue,0,3540.18,Marketing,CC500,AutoPost 817,CAD
GL000818,2024-12-09,4010,Online Sales,0,4254.72,IT,CC500,AutoPost 818,GBP
GL000819,2023-10-12,5010,Travel Expense,1013.65,0,Sales,CC200,AutoPost 819,AUD
GL000820,2023-05-21,4010,Online Sales,0,2994.63,IT,CC200,AutoPost 820,USD
GL000821,2023-09-18,4000,Sales Revenue,0,4094.14,Finance,CC500,AutoPost 821,USD
GL000822,2023-09-05,6000,Payroll Expense,784.89,0,HR,CC300,AutoPost 822,AUD
GL000823,2025-02-21,5000,COGS,219.41,0,IT,CC500,AutoPost 823,AUD
GL000824,2024-09-16,4000,Sales Revenue,0,1558.82,Finance,CC200,AutoPost 824,EUR
GL000825,2025-02-11,6000,Payroll Expense,723.9,0,IT,CC400,AutoPost 825,CAD
GL000826,2024-11-17,4010,Online Sales,0,2447.66,Operations,CC300,AutoPost 826,AUD
GL000827,2023-03-31,4000,Sales Revenue,0,1067.43,Operations,CC500,AutoPost 827,EUR
GL000828,2023-05-22,5010,Travel Expense,977.48,0,HR,CC200,AutoPost 828,AUD
GL000829,2025-03-14,6000,Payroll Expense,1331.39,0,Sales,CC500,AutoPost 829,USD
GL000830,2023-04-01,4010,Online Sales,0,4756.54,HR,CC400,AutoPost 830,EUR
GL000831,2023-07-27,5000,COGS,543,0,IT,CC300,AutoPost 831,USD
GL000832,2025-01-27,5010,Travel Expense,635.02,0,Marketing,CC400,AutoPost 832,CAD
GL000833,2024-02-20,6000,Payroll Expense,1114.53,0,Marketing,CC300,AutoPost 833,AUD
GL000834,2024-11-30,4000,Sales Revenue,0,1484.62,Marketing,CC200,AutoPost 834,GBP
GL000835,2024-08-01,6000,Payroll Expense,742.51,0,Finance,CC400,AutoPost 835,GBP
GL000836,2024-06-22,4000,Sales Revenue,0,3933.89,HR,CC200,AutoPost 836,CAD
GL000837,2024-03-19,4010,Online Sales,0,4092.61,Operations,CC400,AutoPost 837,EUR
GL000838,2023-09-29,4010,Online Sales,0,4772.83,Marketing,CC400,AutoPost 838,USD
GL000839,2025-06-28,5010,Travel Expense,1965.5,0,Marketing,CC400,AutoPost 839,USD
GL000840,2024-07-25,6000,Payroll Expense,1386.65,0,Finance,CC300,AutoPost 840,USD
GL000841,2023-05-06,4010,Online Sales,0,872.06,HR,CC500,AutoPost 841,GBP
GL000842,2024-10-09,5010,Travel Expense,1801.16,0,Operations,CC100,AutoPost 842,EUR
GL000843,2023-06-05,5010,Travel Expense,1990.94,0,Marketing,CC100,AutoPost 843,AUD
GL000844,2024-09-03,4000,Sales Revenue,0,1372.78,HR,CC400,AutoPost 844,AUD
GL000845,2024-09-17,5000,COGS,1600.28,0,HR,CC400,AutoPost 845,USD
GL000846,2024-05-07,5010,Travel Expense,618.06,0,Finance,CC500,AutoPost 846,CAD
GL000847,2024-05-04,4000,Sales Revenue,0,3150.6,Marketing,CC200,AutoPost 847,USD
GL000848,2025-04-07,6000,Payroll Expense,1288.25,0,IT,CC300,AutoPost 848,EUR
GL000849,2024-07-22,5010,Travel Expense,1629.27,0,Operations,CC200,AutoPost 849,CAD
GL000850,2025-01-30,5000,COGS,436.4,0,Sales,CC100,AutoPost 850,USD
GL000851,2023-11-11,5010,Travel Expense,186.27,0,HR,CC400,AutoPost 851,AUD
GL000852,2023-10-19,4000,Sales Revenue,0,3025.08,Marketing,CC100,AutoPost 852,AUD
GL000853,2023-01-17,5000,COGS,793.16,0,Finance,CC200,AutoPost 853,USD
GL000854,2023-04-17,5010,Travel Expense,1753.87,0,Operations,CC400,AutoPost 854,AUD
GL000855,2024-06-05,4000,Sales Revenue,0,915.77,Sales,CC300,AutoPost 855,AUD
GL000856,2023-04-22,5000,COGS,1083.59,0,Sales,CC300,AutoPost 856,USD
GL000857,2025-05-02,4010,Online Sales,0,889.07,Sales,CC200,AutoPost 857,EUR
GL000858,2024-04-25,6000,Payroll Expense,1620.36,0,Sales,CC400,AutoPost 858,EUR
GL000859,2025-05-30,4000,Sales Revenue,0,549.92,Finance,CC300,AutoPost 859,GBP
GL000860,2025-04-22,4010,Online Sales,0,4103.1,IT,CC400,AutoPost 860,USD
GL000861,2024-05-31,5010,Travel Expense,316.45,0,Finance,CC200,AutoPost 861,USD
GL000862,2024-04-05,6000,Payroll Expense,1384.87,0,HR,CC200,AutoPost 862,AUD
GL000863,2024-06-03,6000,Payroll Expense,932.11,0,IT,CC500,AutoPost 863,GBP
GL000864,2024-07-18,4000,Sales Revenue,0,2355.54,Operations,CC400,AutoPost 864,CAD
GL000865,2024-08-26,5000,COGS,1327.52,0,Operations,CC400,AutoPost 865,USD
GL000866,2023-04-28,6000,Payroll Expense,77.79,0,Marketing,CC200,AutoPost 866,USD
GL000867,2025-04-09,4000,Sales Revenue,0,2100.39,IT,CC400,AutoPost 867,GBP
GL000868,2024-09-21,5010,Travel Expense,882.8,0,Operations,CC400,AutoPost 868,AUD
GL000869,2023-07-30,4010,Online Sales,0,3194.96,Finance,CC500,AutoPost 869,USD
GL000870,2025-01-05,6000,Payroll Expense,981.76,0,Finance,CC200,AutoPost 870,EUR
GL000871,2023-06-03,4010,Online Sales,0,1322.78,HR,CC200,AutoPost 871,USD
